,Alist,Klist
0,0.24817126505410556,1.129400088277202
1,0.13037149828690708,1.2927866582793472
2,0.09399842479068625,1.5144070795190347
3,0.14840967741634956,1.267950299985835
4,0.0966547313665467,1.3040376526405026
5,0.11717568831438767,1.5197167163899559
6,0.1826644667662259,1.3363502335280146
7,0.23521268578143442,1.0586172133473861
8,0.21759856809626252,0.557907880709528
9,0.21759856809626252,0.557907880709528
10,0.23026855884926092,1.1236843413687747
11,0.15901001618442734,1.0902114085025607
12,0.29979328578929354,0.5456407639312025
