,0
0,0.11344984332883631
1,0.11544071712472877
2,0.11213090448089476
3,0.11229713863070315
4,0.11511638018858042
5,0.11672844309955786
6,0.10935046486313948
7,0.11378690148038605
8,0.11771539817394225
9,0.1417338115202713
10,0.14514759156183185
11,0.2168678415873047
12,0.22274526890481006
