,0
0,3.7131313131313135
1,5.0
2,3.2181818181818187
3,3.3171717171717177
4,2.178787878787879
5,1.5353535353535357
6,3.0696969696969703
7,1.7333333333333336
8,1.881818181818182
9,4.05959595959596
10,2.9707070707070713
