,0
0,0.14053468932133167
1,0.09888033875372033
2,0.08758659248947943
3,0.10087802300512
4,0.11096719302835335
5,0.11849983769934162
6,0.10807636341340754
7,0.17159469690714862
8,0.12630407058817184
9,0.2557227396529772
10,0.12477475289494314
11,0.6130077619546633
12,0.15963724041387017
