,Alist,Klist
0,0.2481712650541055,1.129400088277202
1,0.130371498286907,1.2927866582793472
2,0.0939984247906862,1.5144070795190347
3,0.1484096774163495,1.267950299985835
4,0.0966547313665467,1.3040376526405026
5,0.1171756883143876,1.519716716389956
6,0.1826644667662259,1.3363502335280146
7,0.2352126857814344,1.058617213347386
8,0.2175985680962625,0.557907880709528
9,0.2175985680962625,0.557907880709528
10,0.2302685588492609,1.1236843413687747
11,0.1590100161844273,1.0902114085025607
12,0.2997932857892935,0.5456407639312025
